Article_number,Topics_A,Promoting_collective_gains_A,Preventing_collective_losses_A,Topics_B,Promoting_collective_gains_B,Preventing_collective_losses_B
737,Others,1,0,Political representation,1,0
738,Healthcare,1,0,Healthcare,0,0
739,Housing,0,0,Housing,0,0
740,Healthcare,1,0,Healthcare,0,0
741,The Redress Movement,0,1,Asian stereotype,0,1
742,Employment,0,0,Others,0,0
743,International business,0,0,International business,0,0
744,Others,1,0,Others,0,0
745,Political representation,0,0,Political representation,0,0
746,Community events,1,0,Community events,1,1
747,Others,1,0,Others,0,0
748,International business,0,0,International business,0,0
749,ASian stereotype,0,1,Arts,0,0
750,Labor union,1,0,Labor union,0,0
751,Healthcare,1,0,Healthcare,1,0
752,Others,0,0,Others,0,0
753,Arts,0,0,Arts,0,0
754,Arts,0,0,Others,0,0
755,Arts,0,0,Arts,0,0
756,Community events,0,0,Community events,0,0
757,Community events,1,0,Community events,0,0
758,Others,0,0,Others,0,0
759,Others,0,0,Others,0,0
760,Housing,0,0,Housing,1,1
761,Housing,0,0,Housing,0,0
762,Others,0,0,Others,0,0
763,Arts,0,0,Arts,0,0
764,Others,0,0,Others,0,0
765,Arts,0,0,Arts,0,0
766,Community events,0,0,Political representation,0,0
767,Others,0,0,Others,0,0
768,Political representation,0,0,Political representation,0,0
769,Community events,1,0,Community events,1,0
770,The Redress Movement,0,1,Asian stereotype,0,1
771,Community events,0,0,Community events,0,0
772,Others,0,0,Others,0,0
773,Political representation,0,0,Political representation,0,0
774,Healthcare,0,0,Healthcare,0,0
775,Hate crimes,0,1,Asian stereotype,0,1
776,The Redress Movement,0,1,Hate crimes,0,1
777,Others,0,0,Others,0,0
778,Political representation,0,0,Political representation,1,0
779,Employment,0,0,Employment,0,0
780,Others,0,0,Community events,0,0
781,Community events,0,0,Community events,0,0
782,Community events,0,0,Community events,0,0
783,Political representation,0,0,Political representation,1,0
784,Political representation,0,0,Political representation,0,0
785,Arts,0,0,Community events,0,0
786,Others,0,0,Others,0,0
787,Others,0,0,Others,0,0
788,Others,0,0,Community events,0,0
789,Others,0,0,Others,0,0
790,Others,0,0,Others,0,0
791,Others,0,0,Others,0,0
792,Arts,0,0,Arts,0,0
793,Others,0,0,Others,0,0
794,Others,0,0,Housing,0,0
795,International business,0,0,International business,0,0
796,Community events,0,0,Community events,0,0
797,Others,0,0,Employment,0,0
798,Arts,1,0,Arts,0,0
799,Employment,0,0,Others,0,0
800,Community events,1,0,Community events,0,0
801,Arts,0,0,Arts,0,0
802,Others,0,0,Others,0,0
803,International business,0,0,International business,0,0
804,Arts,0,0,Arts,0,0
805,Others,0,0,Others,0,0
806,Political representation,1,0,Others,0,0
807,Housing,0,0,Others,0,0
808,Employment,1,0,Employment,1,0
809,Others,1,0,Community events,1,0
810,Political representation,0,0,Political representation,1,1
811,Political representation,0,0,Political representation,0,0
812,Housing,1,0,Housing,0,0
813,Others,0,0,Others,0,0
814,Community events,0,0,Community events,0,0
815,Community events,0,0,Arts,0,0
816,Housing,0,0,Housing,0,0
817,Community events,1,0,Community events,0,0
818,Community events,0,0,Community events,0,0
819,Healthcare,0,0,Healthcare,0,0
820,Employment,0,0,Employment,0,0
821,Others,0,0,Others,0,0
822,Others,1,0,Others,0,0
823,Political representation,1,0,Political representation,0,0
824,Healthcare,0,0,Healthcare,0,0
825,Others,0,0,Others,0,0
826,Arts,0,0,Arts,0,0
827,Healthcare,0,0,Healthcare,1,0
828,International business,0,0,Community events,0,0
829,Political representation,1,0,Political representation,0,0
830,Hate crimes,0,1,Hate crimes,0,1
831,Hate crimes,0,1,Hate crimes,0,1
832,Others,0,0,Others,0,0
833,Healthcare,0,0,Healthcare,0,0
834,Community events,0,0,Community events,0,0
835,Others,0,0,Political representation,0,0
836,Arts,0,0,Others,0,0
837,Arts,0,0,Arts,0,0
838,Community events,1,0,Community events,0,0
839,Others,0,0,Employment,0,0
840,Others,0,0,Others,0,0
841,Others,1,0,Others,0,0
842,Employment,0,1,Political representation,1,0
843,Asian stereotype,0,0,Others,0,0
844,Healthcare,1,0,Others,0,0
845,Healthcare,1,0,Community events,0,0
846,Anti-U.S. foreign policy,0,0,Others,0,0
847,Others,0,0,Others,0,1
848,Community events,0,0,Employment,0,0
849,Healthcare,0,1,Healthcare,0,0
850,Asian stereotype,0,1,Arts,0,1
851,Political representation,0,1,Political representation,0,0
852,Hate crimes,0,1,Hate crimes,0,0
853,Affirmative action,0,0,Affirmative action,0,0
854,Others,0,0,Others,0,0
855,Political representation,0,0,Political representation,0,0
856,Arts,0,0,Arts,0,0
857,Employment,1,0,Others,0,0
858,Others,0,0,Others,0,0
859,Community events,1,0,Community events,0,0
860,Others,0,0,Others,0,0
861,Others,0,0,Asian stereotype,0,0
862,Arts,0,0,Arts,0,0
863,Others,0,0,Others,0,0
864,Employment,1,0,Others,0,0
865,Arts,0,0,Arts,0,0
866,Hate crimes,0,1,Others,0,0
867,Community events,0,0,Others,0,0
868,Arts,0,0,Arts,0,0
869,Arts,0,0,Arts,0,0
870,Employment,0,0,Others,0,0
871,Arts,0,0,Arts,0,0
872,Others,0,0,Others,0,0
873,Others,0,1,Others,0,0
874,Political representation,0,0,Political representation,0,0
875,Others,0,1,Employment,0,1
876,The Redress Movement,0,1,The Redress Movement,1,0
877,Political representation,1,0,Political representation,0,0
878,Political representation,0,0,Political representation,0,0
879,International business,1,0,International business,0,0
880,Others,0,0,Others,0,0
881,Political representation,0,0,Political representation,0,0
882,Political representation,0,0,Political representation,0,0
883,Others,0,0,Others,0,0
884,Political representation,1,0,Political representation,0,0
885,Others,0,0,Others,0,0
886,Community events,0,0,Others,0,0
887,Employment,1,0,Employment,0,0
888,Employment,0,1,Employment,0,1
889,Employment,0,0,Employment,0,0
890,Political representation,0,0,Political representation,1,0
891,Political representation,0,0,Community events,0,0
892,Community events,0,0,Community events,0,0
893,Others,0,0,Others,0,0
894,Community events,1,0,Community events,0,0
895,Others,0,0,Employment,0,0
896,Political representation,0,0,Political representation,0,0
897,Others,0,0,Others,0,0
898,Arts,0,0,Community events,0,0
899,Others,0,0,Others,0,0
900,Political representation,0,0,Political representation,0,0
901,Healthcare,0,1,Healthcare,0,0
902,Community events,1,0,Others,0,0
903,Community events,0,0,Community events,0,0
904,Others,0,0,Others,0,0
905,Healthcare,1,0,Healthcare,1,0
906,Arts,0,0,Arts,0,0
907,Others,0,0,Others,0,0
908,Community events,0,0,Others,0,0
909,Political representation,0,1,Political representation,0,0
910,Healthcare,0,0,Healthcare,0,0
911,Community events,0,0,Community events,0,0
912,Others,0,0,Others,0,0
913,The Redress Movement,1,0,The Redress Movement,0,0
914,Arts,0,0,Arts,0,0
915,Healthcare,0,0,Healthcare,0,0
916,Political representation,0,0,Political representation,1,1
917,Community events,0,0,Community events,0,0
918,Affirmative action,0,0,Arts,0,1
919,The Redress Movement,1,0,The Redress Movement,1,0
920,Others,0,1,Others,0,0
921,Community events,0,0,Community events,0,0
922,Arts,0,0,Arts,0,0
923,Affirmative action,0,1,Affirmative action,0,1
924,Political representation,0,0,Political representation,0,0
925,Arts,0,0,Others,0,0
926,Others,0,0,Others,0,0
927,Community events,0,0,Community events,0,0
928,Affirmative action,0,0,Affirmative action,0,0
929,Others,0,1,Employment,0,1
930,Arts,0,0,Arts,0,0
931,Community events,1,1,Political representation,0,1
932,Community events,0,0,Community events,0,0
933,Arts,1,0,Arts,0,0
934,Affirmative action,0,0,Affirmative action,0,0
935,Arts,0,0,Arts,0,0
936,Others,0,0,Others,0,0
937,Employment,0,0,Employment,0,0
938,Affirmative action,0,0,Affirmative action,0,0
939,Others,1,0,Others,0,0
940,Healthcare,1,0,Healthcare,1,0
941,Others,1,0,Others,0,0
942,Political representation,0,0,Others,0,0
943,Affirmative action,1,0,Community events,1,1
944,Others,0,0,Others,0,0
945,Others,0,0,Arts,0,0
946,Others,0,0,Others,0,0
947,Hate crimes,0,1,Hate crimes,0,0
948,Political representation,0,0,Political representation,0,0
949,Affirmative action,0,1,Affirmative action,0,0
950,Community events,1,0,Others,1,0
951,Asian stereotype,0,0,Asian stereotype,0,0
952,Others,1,0,Others,0,0
953,Healthcare,1,0,Community events,0,0
954,Healthcare,1,0,Others,1,0
955,Community events,0,0,International business,0,0
956,Hate crimes,0,0,Hate crimes,0,0
957,Political representation,0,0,Political representation,0,0
958,The Redress Movement,0,1,The Redress Movement,0,1
959,Political representation,1,0,Others,1,0
960,Political representation,0,0,Political representation,0,0
961,Others,1,0,Others,1,0
962,Affirmative action,0,1,Affirmative action,0,1
963,Community events,0,0,Community events,0,0
964,Arts,0,0,Arts,0,0
965,Others,1,0,Others,0,0
966,Arts,0,1,Arts,0,0
967,Others,1,0,Community events,0,0
968,Others,0,0,Others,0,0
969,Others,0,0,Others,0,0
970,Anti-U.S. foreign policy,0,0,Others,0,0
971,Healthcare,1,0,Healthcare,1,0
972,International business,0,1,International business,0,0
973,Political representation,1,0,Political representation,1,0
974,Others,1,0,Others,0,0
975,Community events,0,0,Community events,0,0
976,Others,0,0,Others,0,0
977,Others,0,0,Others,0,0
978,Anti-U.S. foreign policy,0,0,Others,0,0
979,Others,0,0,Others,0,0
980,Others,0,1,Employment,0,1
981,Others,1,0,Others,0,0
982,International business,0,0,International business,0,0
983,Employment,1,0,Employment,1,0
984,Community events,0,0,Community events,0,0
985,Arts,1,0,Arts,0,0
986,Others,1,0,Others,0,0
987,Arts,0,0,Arts,0,0
988,Others,0,0,Others,0,0
989,International business,0,0,International business,0,0
990,Others,0,0,Arts,0,0
991,Political representation,0,0,Community events,0,0
992,Affirmative action,0,0,Others,0,0
993,Others,0,0,Arts,0,0
994,Community events,0,0,Community events,0,0
995,Others,0,0,Community events,0,0
996,Arts,0,1,Arts,0,0
997,Others,0,0,Others,0,0
998,Healthcare,0,0,Healthcare,0,0
999,Political representation,0,0,Employment,0,1
1000,Community events,0,0,Community events,0,0
1001,Arts,0,0,Others,0,1
1002,Arts,0,0,Arts,0,0
1003,Others,1,0,Others,1,0
1004,Asian stereotype,0,1,Others,0,0
1005,Employment,0,1,Employment,0,1
1006,Arts,0,0,Arts,0,0
1007,Political representation,1,0,Political representation,1,0
1008,Political representation,0,0,Political representation,1,0
